Address,General_Plan_Designation,Latitude,Longitude,,,
"1405, 1411, 1433, 1449, 1505, 1525, and 1527 East Annadale Avenue; Located on the north side of East Annadale Avenue between South Elm Avenue and South Tupman Street",High Density Residential,36.7000876,-119.7957505,,,
"North Knotting Hill Drive, northeast of intersection with East Copper Ave",Medium Low Density Residential,36.897171,-119.7450215,,,
5490 North Salinas Avenue,Medium Density Residential,36.81728,-119.8758858,,,
N Locan between E Shields and E Dakota Ave,,36.783195,-119.6550406,,,
East Geary Street between South Plumas Street and South Walnut Avenue,,36.718641,-119.81005,,,
146 North Glenn Avenue,Neighborhoods,36.7451199,-119.8280328,,,
North Figarden Drive between West Bullard and North Gates Avenues; 550 N Gates Ave,Community Commercial,36.820677,-119.868263,,,
1025 E Carnoustie Ave,Medium Density,36.8950863,-119.7670087,,,
on the south side of East Hamilton Avenue between South Chance and South Maple Avenues,,36.724561,-119.746576,,,
"1515 Van Ness Ave, Fresno, CA 93721",,36.7397044,-119.8040271,,,
north side of East Church Avenue between South Chestnut and South Willow Avenues,,36.714613,-119.731613,,,
northeast corner of North Fowler and East Clinton Avenues,Light Industrial,36.772376,-119.681643,,,
North Friant Road and East Copper Avenue,,36.896312,-119.765264,,,
northwest and northeast corners of North Hayes and West Herndon Avenues,"Neighborhood Commercial, Office Commercial",36.837454,-119.902808,,,
North Polk Avenue,Medium High Residential,36.829271,-119.890496,,,
northwest corner of N Cedar and E Copper Ave,,36.8917697,-119.7538062,,,
North Bryan Avenue and the West Gettysburg Avenue,Medium Density Residential,36.799803,-119.906273,,,
North Hayes Avenue and West Ashlan Avenue,Medium Density Residential,36.794267,-119.897226,,,
North Friant Road and East Copper Avenue,Low Density Residential,36.909104,-119.739601,,,
5376 W Olive Ave,Medium Density Residential and Public Facility; with a dual designation of Medium Density Residential for the Public Facility planned portion,36.7585374,-119.922469,,,
"8645 N Maple Ave, located on the south side of E Powers Ave between North Maple and North Chance Aves",Medium Low Density Residential,36.8680527,-119.7462745,,,
West Bullard Avenue,Medium Low Density Residential,36.822942,-119.909645,,,
1279 & 1471 S Fowler Ave,"Medium Low Density Residential (22 acres), Medium Density Residential (35 acres), Urban Neighborhood Residential (15 acres) and Open Space/Neighborhood Pakr with a dual Designation of Urban Neighborhood Residential (6 acres)",36.7153464,-119.6843354,,,
7190 East McKinley Avenue,Medium Low Density Residential,36.7664216,-119.6636344,,,
east side of North Cornelia Avenue between West McKinley and West Normal Avenues,Medium Low Desnity Residential,36.766186,-119.879911,,,
"east side of South Armstrong Avenue, between East California and East Church Avenues",,36.717587,-119.672673,,,
east side of North Blythe Avenue between West Dakota and West Shields Avenues,,36.783399,-119.870519,,,
1241-1263 Broadway Plaza,Central Business District,36.7357393,-119.79671,,,
210 North H Street,open space/general commercial,36.7461049,-119.8094349,,,
2610 E Nees Ave,,36.8529746,-119.739412,,,
5070 E Kings Canyon Rd,,36.7357993,-119.7256485,,,
120 N Fulton St,,36.7504178,-119.8025593,,,
4584 N Sharon Ave,,36.8009747,-119.7584816,,,
408 W Ashlan Ave,,36.7938717,-119.8185877,,,
1743/1745/1752 L St,,36.7431693,-119.798542,,,
1331 N Wishon Ave,,36.7602951,-119.8036726,,,
5555 N Dante Ave,,36.8178353,-119.885579,,,
1510 Van Ness Ave,,36.7399956,-119.7967881,,,
1561 B St,,36.7331823,-119.807948,,,
8950 N Chance Ave,,36.8653478,-119.7550341,,,
7341 N Willow Avenue,Medium High Density Residential ,36.8428131,-119.7319216,,,
4770 N Maple Ave,,36.8044573,-119.746253,,,
6640 N Riverside Ave,,36.8349534,-119.9118938,,,
2445 E Copper Ave,,36.8951447,-119.757317,,,
5721 E Kings Canyon Rd,,36.736433,-119.6963947,,,
405 Parkshore Drive,MLD,38.6590068240593,-121.182834138947,,,
south of Parkshore Drive and east of the intersection of Folsom Boulevard and Parkshore Drive,MLD,38.659272,-121.177942,,,
north of White Rock Road and east of Placerville Road,"SF, SFHD, OS, P, PQP",38.636148,-121.091508,,,
intersection of Iron Point Road and Willard Drive,CC,38.647964,-121.169271,,,
1550 Broadstone Parkway,MHD,38.6584666248964,-121.109239415846,,,
1680 East Natoma Street,SF,38.6823251533439,-121.111521762187,,,
